objectid,title,campus,creator,description,subject,people,location,date,transcription,item_information,source,citation,collection,publisher,scanning_info,date_digital,type,format,rights,identifier,language,date_update1,date_update2,reference_url,cdmid,contentdm-file-name,contentdm_file_path
p16264coll6251,Eugenia B. Miller Fountain,Skyline,"Trinity University (San Antonio, Tex.)","The Eugenia B. Miller Fountain was named in honor of the wife of Cecil W. Miller, Trinity trustee and former chairman of the Board (1957-1960) who presented the fountain as a gift to the university in 1966. Fountains were a special interest of Mr. and Mrs. Miller. Both had studied and photographed the magnificent fountains of old Europe during their extensive travels abroad. Located initially in a green circle of live oaks and grass near the main entrance to the Trinity campus adjacent to Stadium Drive, the fountain was moved to its present location in 2004. In the fountain's design, Trinity architects O'Neil Ford and Bartlett Cocke incorporated three major elements: an expansive bowl at ground level; a large graceful urn in the center of the bowl; and a crown sitting in the center top of the urn.",Universities & colleges; fountains,,San Antonio (Tex.),c. 1966,,Photographic prints,Skyline Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University","Scanned as tiff file, compressed to JPG format",8/30/2006,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",asky1buildings2,eng,9/6/2018,9/6/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/251,251,249.jp2,/p16264coll6/image/249.jp2
p16264coll6252,Mayfield Cottage and McFarlin Residence Halls,Skyline,"Trinity University (San Antonio, Tex.)","Photo of Mayfield Cottage (left foreground), the Home Economics Cottage which was dedicated in May 1957. It was named in honor of Charlotte Mayfield who served for many years on the Texas State Board of High School Examiners and Supervisors with a specialty in the field of Home Economics. The Home Economics program was discontinued in the 1980s. In the background is the McFarlin Residence Hall complex.",Universities & colleges; buildings; dormitories,,San Antonio (Tex.),c. 1960,,Photographic prints,Skyline Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University","Scanned as tiff file, compressed to JPG format",9/1/2006,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",asky1buildings8,eng,9/6/2018,9/6/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/252,252,246.jp2,/p16264coll6/image/246.jp2
p16264coll6253,Aerial View of Skyline Campus,Skyline,"Trinity University (San Antonio, Tex.)","Aerial view of campus taken circa 1960 from Northrup Hall looking west, with Storch Library, Mayfield Cottage, Varsity Tennis Courts, McFarlin Residence Halls, and University Presbyterian Church in the background.",Universities & colleges; buildings; aerial views,,San Antonio (Tex.),c. 1960,,Photographic prints,Skyline Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University","Scanned as tiff file, compressed to JPG format",9/1/2006,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",asky1buildings10,eng,9/6/2018,9/6/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/253,253,255.jp2,/p16264coll6/image/255.jp2
p16264coll6254,Students at Football Game,Skyline,"Trinity University (San Antonio, Tex.)",Trinity students attend a football game in Alamo Stadium in 1955. Note first year students wearing beanies with Class of 59 numerals.,Universities & colleges; football; spectators; students,,San Antonio (Tex.),1955,,Photographic prints,Skyline Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University","Scanned as tiff file, compressed to JPG format",9/6/2006,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",asky1athletics3,eng,9/6/2018,9/6/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/254,254,243.jp2,/p16264coll6/image/243.jp2
p16264coll6255,Lee Roy Tiger Cubs,Skyline,"Trinity University (San Antonio, Tex.)","Lee Roy the Bengal Tiger sired cubs in the San Antonio Zoo with mate Queenie. One of his offspring, designated Lee Roy II, continued the tiger tradition after the death of Lee Roy I in 1962.",Universities & colleges; tigers; mascots,LeeRoy the Tiger,San Antonio (Tex.),c. 1960,,Photographic prints,Skyline Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University","Scanned as tiff file, compressed to JPG format",9/6/2006,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",asky1athletics2,eng,9/6/2018,9/6/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/255,255,245.jp2,/p16264coll6/image/245.jp2
p16264coll6256,Swimming Pool,Skyline,"Trinity University (San Antonio, Tex.)","Trinity's olympic-size swimming pool was a gift to the university by D. Harold Byrd, Jr., in honor of his parents, Col. and Mrs. D. Harold Byrd, Sr. Dedication ceremonies took place on November 6,  1959.",Universities & colleges; swimming pools,,San Antonio (Tex.),c. 1959,,Photographic prints,Skyline Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University","Scanned as tiff file, compressed to JPG format",9/1/2006,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",asky1buildings6,eng,9/6/2018,9/6/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/256,256,253.jp2,/p16264coll6/image/253.jp2
p16264coll6257,Varsity Tennis Courts,Skyline,"Trinity University (San Antonio, Tex.)","Dedication of varsity tennis courts on November 5, 1959. Courts given by trustee Arthur A. Seeligson, Sr., a longtime supporter of tennis in San Antonio. In photo foreground John Newman makes first official serve on the new courts. Other players visible are Jimmy Moses, Rod Susman, and Chuck McKinley, while Coach Clarence Mabry watches from the left side.",Universities & colleges; students; athletes; tennis; tennis players; tennis courts,"Newman, John; Moses, Jimmy; Susman, Rod; McKinley, Chuck; Mabry, Clarence",San Antonio (Tex.),11/5/1959,,Photographic prints,Skyline Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University","Scanned as tiff file, compressed to JPG format",2006,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",askyathletics5,eng,9/6/2018,2/3/2021,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/257,257,256.jp2,/p16264coll6/image/256.jp2
p16264coll6258,Students View Skyline,Skyline,"Trinity University (San Antonio, Tex.)",Two female students view San Antonio skyline from McFarlin Residence Hall.,Universities & colleges; women; students; cityscapes,,San Antonio (Tex.),c. 1955,,Photographic prints,Skyline Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University","Scanned as tiff file, compressed to JPG format",9/1/2006,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",asky1students7,eng,9/6/2018,9/6/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/258,258,280.jp2,/p16264coll6/image/280.jp2
p16264coll6259,Trustee James R. Carroll,Skyline,"Trinity University (San Antonio, Tex.)","James R. Carroll served as a Trinity trustee from 1967-1985. Pastor of First Presbyterian Church, Amarillo, Texas, Carroll was elected moderator of the Synod of the Sun in 1974.",Universities & colleges; college administrators; clergy,"Carroll, James R.",San Antonio (Tex.),1960s,,Photographic prints,Skyline Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University","Scanned as tiff file, compressed to JPG format",9/1/2006,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",asky1trustees3,eng,9/6/2018,9/6/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/259,259,267.jp2,/p16264coll6/image/267.jp2
p16264coll6260,Students at Miller Fountain,Skyline,"Trinity University (San Antonio, Tex.)","The Eugenia B. Miller Fountain was named in honor of the wife of Cecil W. Miller, Trinity trustee and former chairman of the Board (1957-1960) who presented the fountain as a gift to the university in 1966. Fountains were a special interest of Mr. and Mrs. Miller. Both had studied and photographed the magnificent fountains of old Europe during their extensive travels abroad. Located initially in a green circle of live oaks and grass near the main entrance to the Trinity campus off of Stadium Drive, the fountain was moved to its present location in 2004. In the fountain's design, Trinity architects O'Neil Ford and Bartlett Cocke incorporated three major elements: an expansive bowl at ground level; a large, graceful urn in the center of the bowl; and a crown sitting in the center top of the urn.",Universities & colleges; students; fountains,,San Antonio (Tex.),1996,,Photographic prints,Skyline Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University","Scanned as tiff file, compressed to JPG format",6/20/2007,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",askybuilding14,eng,9/6/2018,9/7/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/260,260,300.jp2,/p16264coll6/image/300.jp2
p16264coll6261,Studying in Murchison Hall,Skyline,"Trinity University (San Antonio, Tex.)",Two male students in a Murchison Hall dormitory room in the late 1950s.,Universities & colleges; students; dormitories,,San Antonio (Tex.),c. 1959,,Photographic prints,Skyline Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University","Scanned as tiff file, compressed to JPG format",9/1/2006,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",asky1students9,eng,9/6/2018,9/6/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/261,261,291.jp2,/p16264coll6/image/291.jp2
p16264coll6262,President Laurie 10th Anniversary,Skyline,"Trinity University (San Antonio, Tex.)",Trustee C. W. Miller presents gifts to Dorothy and James W. Laurie (Trinity president) at a dinner celebrating the 10th anniversary of Laurie's presidency in 1961.,Universities & colleges; college presidents; college administrators,"Laurie, James Woodin; Miller, Cecil W.; Laurie, Dorothy",San Antonio (Tex.),1961,,Photographic prints,Skyline Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University","Scanned as tiff file, compressed to JPG format",9/1/2006,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",asky1events4,eng,9/6/2018,9/6/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/262,262,290.jp2,/p16264coll6/image/290.jp2
p16264coll6263,Prassel Residence Hall,Skyline,"Trinity University (San Antonio, Tex.)","Dick and Peggy Prassel Residence Hall, located on Shook and Ledge Lane, was dedicated October 6, 1988. The principal architect was principal architect was Ken Zuschlag of the firm of Bradley/McChesney. Mr. Prassel was a respected businessman and community leader and one of the founders of the city of Alamo Heights. Active in civic affairs, Mrs. Prassel was a charter member of the Witte Museum and served on boards of a number of local organizations.",Universities & colleges; buildings; dormitories,,San Antonio (Tex.),1996,,Photographic prints,Skyline Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University","Scanned as tiff file, compressed to JPG format",6/20/2007,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",askybuilding21,eng,9/6/2018,9/7/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/263,263,284.jp2,/p16264coll6/image/284.jp2
p16264coll6264,Lyndon B. Johnson Visits Trinity,Skyline,"Trinity University (San Antonio, Tex.)","Left to right, Dorothy Laurie, Trinity president James W. Laurie, Vice President Lyndon B. Johnson, and Lady Bird Johnson pose for a photograph at a dinner on the Trinity campus in 1962.",Universities & colleges; college presidents; vice presidents; politicians,"Laurie, James Woodin; Laurie, Dorothy; Johnson, Lyndon B. (Lyndon Baines), 1908-1973; Johnson, Lady Bird, 1912-2007",San Antonio (Tex.),1962,,Photographic prints,Skyline Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University","Scanned as tiff file, compressed to JPG format",9/1/2006,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",asky1events8,eng,9/6/2018,9/6/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/264,264,312.jp2,/p16264coll6/image/312.jp2
p16264coll6265,Female Students in 1950s,Skyline,"Trinity University (San Antonio, Tex.)",A group of female students in the mid-1950s put on make up while seated in Guenther Park on the Trinity campus. The photograph was made for public relations purposes. Guenther Park  commemorated a gift of land contributed to the Trinity campus by Pioneer Flour Mills in memory of Erhard R. Guenther in 1946. The park area was completed in 1953.,Universities & colleges; students; women; cosmetics,,San Antonio (Tex.),c. 1955,,Photographic prints,Skyline Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University","Scanned as tiff file, compressed to JPG format",9/1/2006,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",asky1students1,eng,9/6/2018,9/6/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/265,265,283.jp2,/p16264coll6/image/283.jp2
p16264coll6266,Professor Ben Benson,Skyline,"Trinity University (San Antonio, Tex.)","Professor Ben Benson, Department of Homebuilding, with students in class during the 1960s.",Universities & colleges; professors; students; classrooms,"Benson, Ben, 1911-",San Antonio (Tex.),1960s,,Photographic prints,Skyline Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University","Scanned as tiff file, compressed to JPG format",9/1/2006,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",askysfaculty7,eng,9/6/2018,9/6/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/266,266,302.jp2,/p16264coll6/image/302.jp2
p16264coll6267,Trustee Ruth C. Cowles,Skyline,"Trinity University (San Antonio, Tex.)","Ruth C. Cowles served as a Trinity trustee from 1949-1964. As a trustee, Mrs. Cowles supervised much of Trinity's landscaping and furnishings, particularly for the Student Union, the Cowles House at 130 Oakmont Court, other university houses, and the Chapman Graduate Center.",Universities & colleges; women; college administrators,"Cowles, Ruth C.",San Antonio (Tex.),1960s,,Photographic prints,Skyline Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University","Scanned as tiff file, compressed to JPG format",9/1/2006,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",asky1trustees4,eng,9/6/2018,9/6/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/267,267,279.jp2,/p16264coll6/image/279.jp2
p16264coll6268,President John Brazil,Skyline,"Trinity University (San Antonio, Tex.)","Inaugurated as the seventeenth president of Trinity University on February 12, 2000, John R. Brazil took office in the fall of 1999. Prior to coming to Trinity Brazil served as President of Bradley University in Illinois. Prior to his tenure at Bradley, he held administrative positions at several other academic institutions. Brazil received an A.B. degree from Stanford University and two graduate degrees in American Studies from Yale University.",Universities & colleges; college presidents,"Brazil, John R.",San Antonio (Tex.),1999,,Photographic prints,Skyline Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University","Scanned as tiff file, compressed to JPG format",9/1/2006,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",askypresident12,eng,9/6/2018,9/7/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/268,268,299.jp2,/p16264coll6/image/299.jp2
p16264coll6269,Students Frolicking in Fountain,Skyline,"Trinity University (San Antonio, Tex.)",Two students frolic in the Miller Fountain in 1996.,Universities & colleges; students; fountains,,San Antonio (Tex.),1996,,Photographic prints,Skyline Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University","Scanned as tiff file, compressed to JPG format",6/20/2007,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",askybuilding32,eng,9/6/2018,9/7/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/269,269,277.jp2,/p16264coll6/image/277.jp2
p16264coll6270,James Laurie and Lyndon B. Johnson,Skyline,"Trinity University (San Antonio, Tex.)",James W. Laurie (left) greets Vice President Lyndon B. Johnson on a visit to the Trinity campus in 1962.,Universities & colleges; college presidents; politicians; Vice presidents;,"Laurie, James Woodin; Johnson, Lyndon B. (Lyndon Baines), 1908-1973",San Antonio (Tex.),1962,,Photographic prints,Skyline Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University","Scanned as tiff file, compressed to JPG format",9/1/2006,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",asky1events7,eng,9/6/2018,9/6/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/270,270,289.jp2,/p16264coll6/image/289.jp2
p16264coll6271,James Laurie and James Robinson,Skyline,"Trinity University (San Antonio, Tex.)","Pictured left to right are James W. Laurie, Trinity president, and Presbyterian clergyman James Robinson, pastor of the Church of the Master in New York City and founder of Cross Roads Africa program. Robinson visited the Trinity campus in 1961 to encourage Trinity students to paticipate in the program which provided opportunities for American students to visit Africa and become familiar with the social and economic problems facing the continent. Other Texas colleges  also participated in the event which was the first of its kind in Texas.",Universities & colleges; college presidents; clergy,"Laurie, James Woodin; Robinson, James H., 1907-1972",San Antonio (Tex.),1961,,Photographic prints,Skyline Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University","Scanned as tiff file, compressed to JPG format",9/1/2006,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",asky1events3,eng,9/6/2018,9/6/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/271,271,276.jp2,/p16264coll6/image/276.jp2
p16264coll6272,James Laurie and Henry R. Luce,Skyline,"Trinity University (San Antonio, Tex.)","James W. Laurie, Trinity's 14th president, served from 1951-1970 (left) and Henry R. Luce, editor-in-chief of Time, Life, and Fortune Magazines. Photo was taken on 7 October 1952 at a civic dinner in honor of Laurie at which Luce was the speaker. Luce also spoke at Laurie's inauguration the following day.",Universities & colleges; college presidents; editors; journalists,"Laurie, James Woodin; Luce, Henry Robinson, 1898-1967",San Antonio (Tex.),10/7/1952,,Photographic prints,Skyline Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University","Scanned as tiff file, compressed to JPG format",9/1/2006,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",asky1presidents6,eng,9/6/2018,9/6/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/272,272,322.jp2,/p16264coll6/image/322.jp2
p16264coll6273,Professor Tom Sargeant,Skyline,"Trinity University (San Antonio, Tex.)",Professor Tom Sargeant  in biology laboratory with students in the 1960s.,Universities & colleges; professors; laboratories,"Sargeant, Tom",San Antonio (Tex.),c. 1960,,Photographic prints,Skyline Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University","Scanned as tiff file, compressed to JPG format",9/1/2006,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",asky1faculty3,eng,9/6/2018,9/6/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/273,273,260.jp2,/p16264coll6/image/260.jp2
p16264coll6274,Aerial View of Miller Fountain,Skyline,"Trinity University (San Antonio, Tex.)",An aerial view of the Eugenia B. Miller Fountain.,Universities & colleges; fountains; aerial views,,San Antonio (Tex.),1996,,Photographic prints,Skyline Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University","Scanned as tiff file, compressed to JPG format",6/20/2007,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",askybuilding36,eng,9/6/2018,9/7/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/274,274,262.jp2,/p16264coll6/image/262.jp2
p16264coll6275,James Laurie at Desk,Skyline,"Trinity University (San Antonio, Tex.)","James W. Laurie, Trinity's 14th president, served from 1951-1970. Photo was taken c. 1968 in his office in Northrup Hall.",Universities & colleges; college presidents,"Laurie, James Woodin;",San Antonio (Tex.),1968,,Photographic prints,Skyline Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University","Scanned as tiff file, compressed to JPG format",9/1/2006,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",asky1presidents1,eng,9/6/2018,9/6/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/275,275,292.jp2,/p16264coll6/image/292.jp2
p16264coll6276,Professor Paul Busch,Skyline,"Trinity University (San Antonio, Tex.)",Professor Paul Busch of the Department of Journalism in class with students during the 1960s.,Universities & colleges; students; classrooms; professors; journalism,"Busch, Paul",San Antonio (Tex.),1960s,,Photographic prints,Skyline Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University","Scanned as tiff file, compressed to JPG format",9/1/2006,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",asky1faculty6,eng,9/6/2018,9/6/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/276,276,263.jp2,/p16264coll6/image/263.jp2
p16264coll6277,Trustee James H. Calvert,Skyline,"Trinity University (San Antonio, Tex.)","James Henry Calvert served Trinity as a trustee from 1942 until his death in 1981. He was chairman of the board from 1963-1966. As president of the San Antonio Chamber of Commerce in 1941, Calvert was instrumental in bringing Trinity to San Antonio from Waxahachie. Along with trustees C. W. Miller and Robert Witt, Calvert was referred to as ""the three wise men"" who played prominent roles in establishing Trinity in its new setting in San Antonio.",Universities & colleges; college administrators,"Calvert, James H.",San Antonio (Tex.),1960s,,Photographic prints,Skyline Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University","Scanned as tiff file, compressed to JPG format",9/1/2006,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",asky1trustees2,eng,9/6/2018,9/6/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/277,277,293.jp2,/p16264coll6/image/293.jp2
